,Synset,Tipo,Info
186,00014034-v,lemma,estremecer
187,00014034-v,lemma,sacudir
188,00014034-v,lemma,tremer
189,00014201-v,lemma,bater queixo
190,00014201-v,lemma,tiritar
191,00014201-v,lemma,tremer
192,00014285-r,lemma,consideravelmente
193,00014285-r,lemma,substancialmente
194,00014405-v,lemma,cochilar
195,00014405-v,lemma,descansar
196,00014405-v,lemma,dormir
197,00014405-v,lemma,repousar
198,00014490-a,lemma,abundante
199,00014490-a,lemma,bastante
200,00014490-a,lemma,copioso
201,00014490-a,lemma,lauto
202,00014549-v,lemma,em atividade
203,00014549-v,lemma,se movimentando
204,00014742-v,lemma,cochilar
205,00014742-v,lemma,dormir
206,00014742-v,lemma,pernoitar
207,00014742-v,lemma,tirar uma soneca
208,00014858-a,lemma,abundante
209,00015007-r,lemma,intimamente
210,00015097-a,lemma,fácil
211,00015247-a,lemma,abundante
212,00015303-v,lemma,Power nap
213,00015303-v,lemma,cochilar
214,00015303-v,lemma,dormitar
215,00015303-v,lemma,tirar uma soneca
216,00015368-r,lemma,satisfatoriamente
217,00015388-n,lemma,animal
218,00015388-n,lemma,besta
219,00015388-n,lemma,bicho
220,00015388-n,lemma,criatura
221,00015388-n,lemma,ser
222,00015471-r,lemma,bem
223,00015498-v,lemma,cochilar
224,00015498-v,lemma,dormitar
225,00015854-a,lemma,abudante
226,00015854-a,lemma,abundante
227,00015946-v,lemma,hibernar
228,00015953-r,lemma,gravemente
229,00016532-a,lemma,torrencial
230,00016573-v,lemma,cabecear
231,00016647-a,lemma,verde
232,00016756-a,lemma,escasso
233,00016756-a,lemma,insuficiente
234,00017031-v,lemma,ressonar
235,00017031-v,lemma,roncar
236,00017222-n,lemma,flora
237,00017222-n,lemma,planta
238,00017222-n,lemma,vegetal
239,00017222-n,lemma,vida vegetal
240,00017241-r,lemma,pior
241,00017282-v,lemma,adormecer
242,00017282-v,lemma,dormir
243,00017639-r,lemma,ainda
244,00017782-a,lemma,aceitável
245,00017865-v,lemma,cair no sono aos poucos
246,00017865-v,lemma,deitar-se na cama
247,00018302-r,lemma,bastante
248,00018302-r,lemma,bem
249,00018405-v,lemma,erguer
250,00018405-v,lemma,levantar
251,00018526-v,lemma,acordar
252,00018526-v,lemma,despertar
